,label,text
5372,3," #59: @サーシャ ed ""I'm gonna have to watch that interview to see what Ayesha really said but if I remember right, she used modesty not as a way that upliftbher own personal style, but to make it seem like she was better than women who are 'immodest'."""
5373,4,"Tweet #79: @Linlin tweeted ""RT @Jihoonlyfe: It was really unfair for our boys to have a 1.5 years of contract only while this new season will be having a 5 year contra…"""
5374,4," #61: @黑 ed ""내가 왜 그만둬야 되는거지? 네가 죄악감에 짓눌린다고 그만둬야 되나? 네가 날 죽였는데? 대답해, 사필안."""
5375,4," #64: @a ed ""RT @dprnct: im honestly so upset i dont think ive been so upset abt smth on twitter before. the way that nct has been so interactive this t…"""
5376,3," #4: @richard ouma otieno ed ""RT @cjay_greene: #MidnightOil The woman with the issue of blood had the faith to end her suffering by touching the hem of Jesus' garment wh…"""
5377,4," #58: @Marlin ed ""@BetteMidler we are witnessing the end of America as we know it.  I am very sorrowful and sad."""
5378,4," #10: @bearZ ed ""Men don't cry, they weep"""
5379,3," #49: @Whoadoggie ed ""RT @sarahjoyyh: Peggy’s shady eyes never fail to amaze me tbh #TheKidsAreAlright @TheKidsABC"""
5380,4," #61: @Chloe McClung ed ""RT @bvinke2: Don’t let social media fool you. There are ppl with 5 likes that have lots of friends, ppl with 100 likes who are lonely. Coup…"""
5381,2," #16: @Mark Reel ed ""In the Royal again (third week in a row) and again I would be in a blind panic if it wasn't for the gentle and warm manner of the nurses who have helped my mum."""
5382,4," #37: @El Niño ed ""Who have we offended to deserve these leaders. I weep for my Africa https://t.co/K0pGvFoWPs"""
5383,3," #48: @Alex Espinosa ed ""RT @DalaiLama: We need patience to protect our peace of mind, our compassionate mind. Patience is part of our defense, as is forgiveness. E…"""
5384,3," #52: @glee screencap meme ed ""Cory Montieth (with iPhone) https://t.co/WGa9aaXM2G"""
5385,0," #48: @| 👑| ed ""@Sizwe_Phungwayo If you're my man, I'm I not giving you enough attention? Yhu they must not annoy me"""
5386,3," #21: @Has🍀 ed ""RT @woojinsliebe: “Kamu kok gapernah ngelarang aku fangirlingin wanna one?”“Loh ngapain? Aku mikirnya, wanna one itu sama kayak aku, sama…"""
5387,4,"Tweet #40: @maeeeee tweeted ""RT @tyrone345345: An increases suicide rates for young Black kids is on the rise recently that coinciding with the recently heightened awar…"""
5388,0,"Tweet #13: @OlúAfolábí tweeted ""I find it really irritating when people write women as womxm."""
5389,3," #28: @Fay ed ""@Enichan Fuckin' chuds man never fail to amaze"""
5390,3," #44: @leylakhasevani ed ""RT @JZarif: On May 8 2018, US withdrew from #JCPOA, violated #UNSCR 2231 & pressured others—incl #E3—to do the sameAfter a year of patienc…"""
5391,3," #16: @Slotter ed ""RT @RocketIntellect: “The Warriors left Toyota center in great spirits. Draymond Green had a jovial conversation over FaceTime with the mot…"""
5392,3," #65: @Tom Vanblaere ed ""@LucasDelascosas @wardmarkey @Astridstockman En dan is het maar goed dat er ondertussen een pak camera’s zijn want die brave new world is nog niet voor meteen."""
5393,0," #77: @Baron Macaron OAM ed ""@BoilieO There is,But it's worse than that.She's outraged because they have Israeli chocolate mixed in with the Halal food.We really are making a bed we won't want to lay in..."""
5394,4,"Tweet #37: @❤💙Rock™ tweeted ""@Cyril_Ebeh Really painful. I felt like jumping into my TV last night. Like damn. Coutinho looked like a 12 year old girl damn 🤦🏽"""
5395,4," #31: @Brigid Costello ed ""RT @griptmedia: US: 5 top executives of Insys Therapeutics -maker of Subsys, version of the extremely powerful synthetic opioid fentanyl -…"""
5396,3," #39: @Austin Baird ed ""@meljomur @nemo_impune So here we are arguing amongst ourselves while the British state rubs their hands in glee."""
5397,4,"Tweet #35: @d 🕊 tweeted ""depressed and fat 😘✌️"""
5398,0,"Tweet #20: @OVO tweeted ""RT @girlhoodposts: SOCIAL ANXIETY IS SO FUCKIN ANNOYING LIKE U START TO PANIC OR THINK UR EMBARRASSING YOURSELF WHILE DOING NORMAL THINGS L…"""
5399,0," #5: @d o l l 🦄 ed ""I don’t know what style to get that won’t irritate my scalp 😩"""
5400,0," #4: @ジェジェ＆姫乃 ed ""@subclass_envy 姫「うん…………平気」"""
5401,4,"Tweet #6: @Millennium Boyz ft. อยากกัดแก้มน้องซอนอู tweeted ""RT @sunwoonz: younghoon started speaking by saying “it’s regretful that..”(speaking about not being with theb) and then went to the corner…"""
5402,4," #42: @inder b. s. chhabra ed ""RT @jazzdotorg: Charles Mingus' masterpiece Mingus Ah Um turns sixty today!The album, which Mingus began recording on this day in 1959, r…"""
5403,3," #37: @Diane Linares🇺🇸 ed ""RT @FindingAnswers: @BrianSimsPA Brian👏 Sims👏 is👏 a BULLY.👏It’s beautiful she is brave enough to TRY to save people from aborting their o…"""
5404,2," #10: @Carla Jean-Jacques ed ""RT @MsPackyetti: How about using your considerable @CNN and online platform to help your fellow white voters understand everyone having the…"""
5405,1," #5: @Mobeena🐯🖤 ed ""RT @sadlxst: if she replies to your sarcasm with sarcasm that’s a whole ass wife"""
5406,0," #65: @BriBri 🧜🏾‍♀️ ed ""I don’t know if I need to listen to needy by Ariana or jealous by Beyoncé but blahhhhh 🙄"""
5407,2," #24: @BevR ed ""RT @superscuba83: @CrownOfSapphire @BananaBaroness @virtualtwitrre1 @RoseDawsonM @ragdoll21032013 @JessieBTyson @JennieWrennnn @benzie55 @p…"""
5408,3," #74: @Prof Stephen Palmer ed ""@SimplyConnect_ A great #blueprescription!"""
5409,4," #7: @IsaAkoSaSampu ᴹᵃᶦⁿᵉ ed ""RT @SMagic24: Update my jungle This waiting to re plant Using my empty plastic milk bottlesHay weather is not helping😫😩🥺It’s so glum da…"""
5410,4," #61: @LUCIFER IS BACK ed ""lucifer getting upset about being betrayed so he shows his sadness in anger wow i would die for him #Lucifer #luciferseason4"""
5411,5," #20: @date masamune with perfect ivs ed ""@pentaghasts i'm gonna astonish you with my doctrine and say that i think lanvane do switch sometimes"""
5412,3," #32: @Joanna ed ""You cannot be healthy; you cannot be happy; you cannot be prosperous; if you have a bad disposition. Emmet Fox"""
5413,4," #33: @𝙎𝙐𝙋𝙀𝙍𝙃𝙐𝙈𝘼𝙉 𝙇𝙊𝘾𝙆𝘿𝙊𝙒𝙉 ed ""RT @hyuckios: I WANTED TO HOLD HYUCK’S HAND SO BAD AND HE SAW AND JUST COPIED ME... what’d i even do... idk.... but it’s our thing now i’m…"""
5414,4,"Tweet #6: @@jimmysse tweeted ""RT @BarcaWorldwide: Luis Suárez: ""These are things that can not happen to us at a club like Barcelona, ​​we can not make the same mistake t…"""
5415,4," #7: @BabsMidd ed ""RT @fireboyle: Someone shared a really fantastic speech and it reminded me of this from last March. This is an absolute masterclass in the…"""
5416,3," #28: @♤ 𝐀𝐥𝐲𝐬𝐬𝐚 𝐑𝐨𝐬𝐞 ♤ ed ""RT @BrandonLBlair: Don’t stay up tonight worrying about what tomorrow may hold. Breathe. Relax. Rest. You don’t have to fear. God’s got you."""
5417,4," #30: @Tajpal Dakha ed ""RT @officeofssbadal: Every section of society has been forced to take to the roads by an insensitive Congress and roads to progress have be…"""
5418,4,"Tweet #40: @Hamza Shakuur tweeted ""RT @muftimenk: It’s easy to get discouraged and feel let down when things are rough. Everyone has disappointments, everyone has bad days bu…"""
5419,4," #56: @Nerea Liza 🐝 ed ""RT @IsaacParejo: @hermanntertsch Sin duda el máximo exponente de la miserable y sórdida campaña electoral de 3 días que llevó al PSOE al po…"""
5420,0," #11: @Maamah ed ""RT @Lady_fagoo: You see, questions like “azumin ki nawa” “ are you sure you’re fasting” “ azumi nawa zakiyi”.......they all irritate me. Pl…"""
5421,3," #42: @SixthGearMotorcycles ed ""Morning all, I hope you all had a great weekend 😎👍 https://t.co/Wrc8wmXazw"""
5422,4,"Tweet #14: @Bati Vicky kokoh tweeted ""RT @naiblogger: That's it. The best. We don't want  5 years regretting about their decision #LawyersCommit https://t.co/VHieKeFcCp"""
5423,3," #50: @Lakhvir Insan ed ""RT @MSGians7: With the pious blessings of Saint Dr @GurmeetRamRahim Singh Ji @DeraSachaSauda is known as ""True Blood Pump"" where millions o…"""
5424,0,"Tweet #73: @Saádiq tweeted ""RT @thedailymash: Is Liverpool’s comeback the most irritating of all time?  https://t.co/9Bn36gwGv3"""
5425,2," #47: @Mufpapa ed ""I’m highly tensed that I’m not tensed about my first #alevels exam which is in like few hrs."""
5426,3," #27: @Salvador Andersson ed ""RT @cinathestrup: ""Why are we suddenly celebrating religious modesty culture? Isn’t that the very thing feminists have been fighting agains…"""
5427,3," #69: @DW Plato (author) 🌈 ed ""RT @NewAppleAwards: Two award winning books by @dwplatobooks ""GLUE"" and ""TRIALS & TRIBULATIONS OF MODESTY GREENE"" What do these two books h…"""
5428,3," #39: @jackie graham ed ""RT @1CONNECTSOHO: IT’S GIVEAWAY TIME!!As it’s nearly summer party season we're giving away a new SONOS Play:1 Home Speaker.TO ENTER:Foll…"""
5429,0," #53: @katcooler ed ""RT @Portes_Thomas: Et silence assourdissant pour le peuple palestinien massacré par #Israël. Un état qui viole le droit international, occu…"""
5430,1," #36: @Chowkidar Anurag ed ""RT @sheela2010: Shame! Shocking! @MamataOfficial TMC workers attacked Tapas Sengupta, one of the best reporters of @NewsX . 30 minutes back…"""
5431,3," #60: @Wayne Barrington. ed ""RT @bridgendravens: NEVER LOSE HOPE. #WeFightTilTheEnd 🇭🇳 https://t.co/04ZlegFjWK"""
5432,3," #86: @Keitus Promo ed ""RT @EzekielMutua: @InfoKfcb is pleased to partner with   @YouTube and @Google to celebrate young people who have used their creativity to p…"""
5433,4," #39: @Ian Roberts ed ""@talkingfooty no defence of Cousins last week. So biased to Gaz. He jumped & used his elbow. Intentional Guilty #talkingfooty"""
5434,0," #51: @Teddy Stuffinghton ed ""@Miss__Bennie @ShafferKutts That was harsh young lady"""
5435,4," #21: @Devendra Kumar ed ""RT @somiyasan: Forehead, Roll Your Eyes, and Weep for the Future.      https://t.co/K7nDSYZHZu"""
5436,3," #15: @Damilola Stark ed ""RT @MakiSpoke: Was chatting with my friend the other day, got married recently. She and her husband were having an argument, and while they…"""
5437,3," #29: @MELODY H ed ""Performing Music Artiste, Mc+Standup Comedy. This is what we do for a living, contact us and remain bless. #unlimited_laughter #entertainment is life.MELODY ENT.DNICEGLOBAL🌎 Good Morning https://t.co/bLlOvhlBB4"""
5438,5," #22: @Rick Cogburn ed ""@RepMarkMeadows Surprise Surprise, that is what Intelligence gathering is"""
5439,3," #17: @Carole Bailey ed ""I keep watching this - so very very very happy! https://t.co/vrJAPFLNi3"""
5440,3," #29: @عزان الكندي ed ""RT @Sultaneseq: I’m excited to provide #Ramadhan Iftar experience in Muscat through Airbnb! Please share this with visitors and expats so t…"""
5441,2," #2: @carlos eduardo ram ed ""RT @rociosanmiguel: Hace 7 días la GNB asesinó a 2 mujeres waraos, hermanas. Una de ellas embarazadaAyer detuvieron al papá de las victim…"""
5442,3," #66: @シイヤ(猫背) ed ""【自動】規制垢→( shy_a4i_2nd shy_a4i_3rd )"""
5443,4," #45: @winchi 〰 ed ""@ahsiapasa sometimes when we feel stuck in our sadness that’s our minds longing for something more than what’s in front of us. whether it’s a perspective change or physical change, or both. sometimes writing about who i am/what’s going on in my head helps a lot. you will be okay ❤️ ily"""
5444,3," #61: @Lisa Hobman Author ed ""RT @daisyjamesbooks: Why not fly over to Tuscany & relax on the terrace at Villa Limoncello? 🍋🇮🇹🍸☀️🍋🇮🇹🍸☀️🍋🇮🇹🍸☀️#TuesNews @RNAs #Italy…"""
5445,4," #43: @Mama Amogelang 😍❤😙 ed ""Been here for few minutes and I am so bored already 🙄"""
5446,3," #58: @Miranda ed ""RT @ramsaenz__: when she was walking down the aisle and they were both crying asdfghjkl.. so happy for u Gina baby 😭😭 https://t.co/GCdWwD4X…"""
5447,2," #6: @𝚃𝚑𝚎 𝙲𝚊𝚙𝚝𝚊𝚒𝚗. ed ""@theateriisms He visibly tensed for a moment...Before looking up, and finding comfort in it."""
5448,3," #43: @Axel ed ""Axel update : courage ❤️ https://t.co/y2J3bc4I0b"""
5449,0," #2: @bobby crypto hodler ed ""@JagexHelpFrost @JagexSupport Yea I know that’s the sad thing when I really didn’t bot and it’s been going on 4 years and only offense on the account is kinda harsh"""
5450,2," #5: @Nick Imbriglio ed ""RT @TyDubOfficial: A mf Gonna keep posting bout this album idgaf what y’all say. Tell me I ain’t the only peep That’s Rock whistle at the e…"""
5451,3," #30: @Sierra Linda HS Cross Country/Track ed ""Seniors expressing their gratitude and future plans. 👏🏼😍 https://t.co/rgTE0vBmrr"""
5452,3," #71: @Concorde Group ed ""May this auspicious occasion bring home bounty of happiness and prosperity. #ConcordeGroup wishes you a very happy Akshaya Tritiya. https://t.co/obwaVDeWKc"""
5453,5," #28: @はっつぁん ed ""辛いけどまあ行ける辛さ"""
5454,3," #30: @PainKiller💊🏳️‍🌈 ed ""RT @Imhydross: Kan gövdeyi götürüyor relax diyor daha çok sinirlendim şuan https://t.co/j07Mqbi1AP"""
5455,0," #47: @Neera ed ""RT @DavidBennun: If you were outraged by the death of a mother and daughter in Gaza when you believed an Israeli airstrike the cause, and n…"""
5456,0,"Tweet #11: @GLORIA tweeted ""RT @realDonaldTrFan: VERY ANGRY! Totally imcompetent Attorney General William Barr CAN'T stop the leaks of the Mueller report! THAT'S HIS O…"""
5457,3," #51: @Gang-Star 🤩 ed ""RT @Wendys: THIS IS NOT A DRILL! Spicy Chicken Nuggets are coming back! Y’all are crazy! That took like a day and a half! WHAT?!We don’t…"""
5458,4," #26: @lannizs@WinkieSays#IMPEACHTRUMP ed ""RT @EvanMcMullin: If the report’s actual conclusion is “no collusion” then why oppose its author’s public testimony? Because you can’t do l…"""
5459,0," #9: @Tom Sawyer ed ""RT @Eglantine_EMEYE: Je voudrais féliciter la perversité de la personne qui a trouvé malin et sans doute très drôle de fracasser ma voiture…"""
5460,0," #67: @Kiran 🍓 ed ""RT @SamUOENO: On my way to annoy my mum when I’m bored https://t.co/7Si6FlG7xk"""
5461,4," #51: @Jacqueline Foster ed ""@SkyNews @BBCNews Tragic air accident in Russia 🇷🇺 resulting in an horrendous loss of life .. TV ‘presenters’ commenting on causes of ‘could have/should have etc etc 😳and have absolutely no idea what they’re talking about. At least get an ‘expert’ otherwise say nothing !"""
5462,1," #35: @Kevin Hyde ed ""RT @MarcherLord1: It’s not a deal, it’s a Surrender Note to Brussels. You sicken me https://t.co/zTw26eoNTK"""
5463,3," #60: @Joe Pelech ed ""RT @JudgeJeanine: Don’t be satisfied with the Mueller report. This is bound to happen again b/c these arrogant, condescending, lying, leaki…"""
5464,3," #12: @alyyy🥀 ed ""love you https://t.co/IxkV5IHhpG"""
5465,3," #8: @Alaina ed ""RT @laurenjschafer: I am not brave. I have only INSTALLED Tinder. Haven't signed up yet. I'm scared of fuckboys. Ugh."""
5466,3," #1: @سيلفيا ed ""RT @boonaamohammed: Taubah = Stopping the Sin + Regret + determination to never do it again"""
5467,2," #11: @𝐒𝐭𝐞𝐯𝐢𝐞 𝐆. 𝐑𝐨𝐠𝐞𝐫𝐬 ed ""@CapsLilSoldier ""You probably do.""He looked over at Bucky, then at who he was looking at and he rolled his eyes. But when he heard them giggle, he tensed up. Stevie was a little. . .jealous. Okay a lot jealous.But he couldn't say anything. Especially not in public. But the frown was obvious."""
5468,3," #57: @Nick (@hfxcantdrive) ed ""@hfxtraffic Another update on this construction crews were on scene at 630am today looks like they are going to dig up a good portion of the road expect stop and go traffic there. Probably best to avoid the area on your way home tonight"""
5469,3," #29: @𝐒𝐨𝐟𝐢𝐚; 𝐢𝐬 𝐧𝐞𝐯𝐞𝐫 𝐬𝐞𝐞𝐢𝐧𝐠 𝐧𝐜𝐭 ed ""@luvrhyuck Yeah, I am Australian too... Let’s hope we both get good luck in persuading our parents to get the We Are Superhuman album. 👼✨💚"""
5470,4,"Tweet #74: @aakk tweeted ""@ImranKhanPTI Sorry as i voted for you but now i m regretting and you are loosing your respect atlest meri nazar mey!!! Aik pur amn ahtijaj par pehle joothi FIR aur ab lathi charge very good sir! Is liye vote nhi dia tha ap ko! @ImranKhanPTI @ArifAlvi"""
5471,3," #8: @Insights Rockets ed ""RT @RocketIntellect: “The Warriors left Toyota center in great spirits. Draymond Green had a jovial conversation over FaceTime with the mot…"""
5472,2," #33: @mdawg ed ""RT @imteddybless: in this world of Terror and Uncertainty: a good and peaceful thing https://t.co/UOCwEdb1f1"""
5473,3," #69: @Dillars7 ed ""RT @SIRIUSXM: 💜#BTSArmy💜 Get the chance to win a trip to see @BTS_twt LIVE in concert from our suite on 5/18! One lucky U.S. winner, select…"""
5474,0," #18: @Elaine's Daily Om ed ""Beautiful five bedroom summer rental on #Marthasvineyard wit heated #swimmingpool. Recently remodeled in coastal chic decor and close to #vineyardhaven #beach #ferry  booking up https://t.co/Ae10kfeaBj"""
5475,4," #28: @純:本田先生再録本予約受付してます ed ""なんでこんなに傷つきやすいんだろ…相手は私を傷つけるような事何も言ってないのに…"""
5476,3," #13: @💚🌸💜ZHope💜🌸💚 ed ""RT @LukeHolland: God forbid I enjoy something other than metal 😂 close minded people like you are 🚮 https://t.co/TfYKrFVp0H"""
5477,5," #4: @The WHITE HOTEL ed ""@LEGO_Group @ TWHImage captured and ripped by https://t.co/UjvfMP61BvLike Klopp, we aim to shock or fail beautifully. https://t.co/tvuUIoEUXD"""
5478,3," #55: @💧Just Nettie ed ""RT @Rebus0906: What a filthy rag. All that Murdoch will be remembered for.My mother passed in 1985, struggled all her life.A very stoic w…"""
5479,4," #27: @ハッカ ed ""@c_weep 350人に見られるの緊張したのでさすがにもう勘弁も"""
5480,4," #35: @james stewart ed ""@saltwiththat @Baz175 @TartanBears @Kallemet86 @KennethBuchan10 @DarkSideoDunoon @2351onthelist @KondratieffWave @Spionkop2005 @McHardySue @carmic3 @JohnTho29498413 @mmjblair @73henny @HowardBlackIsle @graciegrann @BoyFitba @v8ftw @BoycottsBat @kevverage @snpwatch @ColinMair3 @JuanTu81993858 @Bruced872 @mackayland64 @Haggisontoast @Old_Git99 @andel69 @TS_3502 @redskykite @thebestbond @Kirkapol @ukunionvoice @PortobelloPatti @ToALouse @EwMc1969 @AokSmur @jeffers6550 @LessGrumpy @edglasgow59 @READY2MIX @jintsymaginty @stgeorgeiscross @bluenosegypsy @JanetMcwee @Ricairdooo000 @davethewhig @CllrScottArthur @putey_pute @T1978Derek She wasn`t random at all. She was part of the AFFG 30. It`s so funny you insisting otherwise. Waving , smiling , dancing indy marchers couldn`t get upset at the spectacle. It added to the humour of the situation. We all laughed our way through it."""
5481,4,"Tweet #36: @Irmak Isitman tweeted ""RT @HexHeizzy: After the last episode, Game of Thrones is now starting to become problematic. And not in the way you think. The writing is…"""
5482,4," #21: @Ram ed ""Super depress ako but outta nowhere they asked me if i wanna hang out damn the best kayo pero pakyu pa den🤣"""
5483,0," #30: @Girish Parmar ed ""RT @thevirdas: Whoever wins this election, If you’ve let them turn you into a hateful person....you’ve lost."""
5484,0," #10: @Prism 🍁 ed ""RT @jonkay: a sports sociologist ""outraged"" by the Caster Semenya case has supplied the perfect rallying cry for the age of social justice…"""
5485,3," #61: @Rt. Hon. Cheshire Cat 🇬🇪 ed ""@LastHussar @UKIP I'm very pleased for you."""
5486,3," #85: @Ruth Smith ed ""@metcalfemary11 @IECSouthAfrica @StephenGrootes Agree super cheerful and efficient in Greenside. Well done team IEC!"""
5487,3," #91: @Wanjohi KABUKURU ed ""RT @ibrahimthiaw: I was pleased to speak today on behalf of the @UNCCD and to moderate a session at the #G7Environment Ministers meeting in…"""
5488,0,"Tweet #53: @Mikayla M tweeted ""RT @aIItheIovee: we irritating 😂😂😂 https://t.co/f9BN1aoGiX"""
5489,4," #10: @undertaker | no.1 xeven stan ed ""RT @markiplier: Chica was a BAD and chased a squirrel into the street... So I punished her by removing her ability to walk. She loves walki…"""
5490,3," #48: @Sam - PrimeVardy ed ""RT @LeicesterXtra: “The courage the players showed was fantastic and it gives us great possibilities going forward.”- Brendan Rodgers. ht…"""
5491,3," #6: @Kuduz ed ""RT @h3h3productions: Happy Monday everyone lets get out there and shake our dicks, check our prostates, fondle our titties, cup our balls,…"""
5492,4,"Tweet #3: @Depressed AZ Sports Fan tweeted ""To all the depressed Barca fans, quit whining and moping. As long as you have Messi on your team you will always compete, and have a chance at a treble. See y’all next season Cules 💯"""
5493,4," #72: @Human B53-T73A ed ""Wtf is wrong with me, I had a dream which was literally just to punish myself mentally like fuck me im actually really upset"""
5494,4," #43: @Z.A. ed ""@mauritian_strug 'All atheists are bad' is the same sentence as 'all catholics are bad' which is used by many atheists (and I don't agree with it)."""
5495,3," #42: @☮️ ♥️ Resist 🗽 ed ""RT @paulkrugman: I'm old enough to remember when Presidential Medals of Freedom were given for showing courage and making sacrifices on beh…"""
5496,5," #41: @kb ed ""got a new build of #nControl coming out in a few hours (just handed off the latest builds) Changelog: Logitech F310 Support (WIred), Dual Shock 4 Wired support, Logitech Precision Pro (Wired), 8Bitdo Nes 30 support, Improved XBox One (S) dead zone support & fixed trigger (cont)"""
5497,3," #21: @Emperor Sagar V Chauhan ed ""RT @RedCrossWeek: Hope everyone s #RedCrossWeek activities go really well today !! https://t.co/edMoleKhUw"""
5498,3," #45: @Monam ed ""RT @WanderlustXL: Beach or swimming pool? #travel #traveltribe #travelmore #travelnow #vacaciones #vacation #holiday #libur #nature #natura…"""
5499,1," #51: @Tim but Better ed ""Y’all sicken me."""
5500,3," #36: @keanu accusations ed ""Keanu Reeves hugged a person with Ashton Kutcher at Pride"""
5501,4," #33: @뽀작뽀작_悲月 ed ""RT @bts_bighit: 2019 #BTS WORLD TOUR POP-UP STORE @ CHICAGO📍114 S. State ST  🗓May 7th - 13rd ⏰ 10:00-20:00(CST)✔ Check Out New Merch : C…"""
5502,3," #37: @madi ed ""i feel like he’a a lil shy  https://t.co/UwkQm8zidi"""
5503,3," #53: @ココロに響く名言＆言葉♡ ed ""There is only one happiness in life,to love and be loved.人生で最も幸せなことは、愛すること。そして、愛されること。"""
5504,4," #44: @るーてぃ@人の不幸は蜜の味 ed ""@inooooo_311 それはいのりの仕事だろ😉"""
5505,3," #23: @Anthony musya ed ""RT @EzekielMutua: @InfoKfcb is pleased to partner with   @YouTube and @Google to celebrate young people who have used their creativity to p…"""
5506,5," #53: @はるにれ ed ""RT @PlayStation_jp: 5月15日より新宿マルイアネックスで『Bloodborne』『GRAVITY DAZE 2』『ワンダと巨像』のスタチュー展示＆グッズ販売を開催！スタチューの写真を撮って投稿すると缶バッジセットがもらえるキャンペーンも実施です！詳しくは…"""
5507,3," #80: @Kochin ed ""RT @ToxicsFree: Toxic chemical production, use, waste and pollution are devestating contributors to the existential threat to biodiversity.…"""
5508,3," #50: @ole 〰 ed ""satisfied"""
5509,3," #26: @Yiin ☆ VminWeek | nsfr 😌💜🌻 ed ""@soyliland Antes de nutri, sos humana y los humanos somos así mai fren :/"""
5510,3," #18: @_JABBA❣️ ed ""RT @Bahaushee: Alhamdulillah ala kulli hal. Ya Allah we thank you for blessing us. May our star continue to be shine forever ameen 🙏🏾🙏🏾🙏🏾"""
5511,4," #2: @°Прокуреная акация° ed ""в тихоря от мамочки я заказала путёвку в лагерь, чую я там останусь навсегда"""
5512,4," #57: @maria 😭 ed ""RT @BUNNYMYE0N: "" 19.05.07 WE ARE ONE EXO SARANGHAJA! It's a pity Our Jonginnie who couldn't attend today, I hope you spend a good time wit…"""
5513,4," #15: @Rey Anthony Sanchez ed ""Sheeeeeet jud! Maka depress jud sya ay. Maka ulit lami kaayo ihilak"""
5514,3," #41: @AISEL ed ""RT @GezindabaZA: Relax, this is just an app."""
5515,4," #36: @modelcitizen72 ed ""@jay_murph2099 @Phil_Lewis_ It's like, ""I bet I can make you weep for five minutes."" ""No way.""(Seven minutes later.)""Oh. Oh you monster. You win."""""
5516,1," #25: @deshell ed ""@dbongino It is her right to free assembly, speech and prayer. This guy will answer to this. He is just trying to get votes and publicity but as usual it is done in distaste and no honor."""
5517,0,"Tweet #75: @🅰️lex🅰️ndri🅰️⛩♊️♏️🍑 tweeted ""RT @Draskalion: We are way, way past the betrayal of the Constitution.Oversight Duties are very well laid out.The House, has been paying…"""
5518,5," #98: @はっつぁん ed ""紫弾は早くストゼロ以外を飲んで"""
5519,4," #12: @Ayebatari Wills ed ""The last time I asked about these MDAs, I was told there are about 700 MDAs at the FG level.See, 1/2 of them do not even know their mandates. Let us not even bring the obvious issue of duplicity of duties/responsibilities.If we bring FOI issue up, we will weep and wail https://t.co/ij0cdwuou6"""
5520,4,"Tweet #57: @🍀💖💙💛 tweeted ""@woowooed it's just so pretty i'm weeping"""
5521,3," #69: @Kia🧸 ed ""RT @SophieT: #WorldMentalHealthDay I understand your pain. Trust me, I do. I’ve seen people go from the darkest moments in their lives to l…"""
5522,0,"Tweet #43: @Megann Willson tweeted ""@selwynpieters I was supposed to be on a conference call and recording a video. So annoying."""
5523,1," #57: @Hyperion Cantos ed ""RT @aimeeterese: Ladies splashing their asinine antagonism toward men all over the timeline are showing their sterile, ruling class hand. M…"""
5524,3," #38: @｀𝐩𝐞𝐚𝐜𝐡𝐦𝐨𝐧 。[แอคสำรอง] ed ""RT @yoooonnggi: I SAW JIN & I THOUGHT I HAD MY BEST MOMENT WIYH JUNGKOOK YESTERDAY BUT JIN WAS SO CLOSE TO ME & iM CRYINF & IM LIVING MY BE…"""
5525,4," #45: @Viviann Bii ed ""RT @switchtvkenya: 41 people met their tragic death as a Russian passenger plane burst into flames upon an emergency landing in Moscow. htt…"""
5526,0," #32: @Mark A. McDonald ed ""For every one that will seek to learn from a true teacher, is it 100 or more like 1000 that will hate from envy? So human excellence is neglected and destroyed, and mankind goes uncultivated.How do we become ""great?"" By loving the truly great.How better? By cherishing the good."""
5527,3," #43: @JoeJoe ed ""RT @hettyjohnston: It was an honour today speaking at the Mayor's Community Charity Breakfast in Kingaroy. I aim to be the voice for childr…"""
5528,0," #7: @The Alster ed ""@dickyjohnson77 @KAS123VQ @CharlesOwenHats @RacesafeEq @PCRacewear Very harsh words #champ were you any better at such a tender age?"""
5529,3," #69: @kath with luv| Speak Yourself Tour ed ""RT @billboard: BTS has their loyal fan #ARMY, and Ariana Grande has a hard-working #Arianator in the form of BTS’ Jungkook #BillboardNews h…"""
5530,3," #71: @David LICOPPE ed """"Utilisez la sagesse et le courage pour gagner de l'argent, pas le labeur""... https://t.co/kVmtBPuUNO"""
5531,3," #17: @GOOD DAY ed ""なに？なに？後ろから静かに見てみよう。ダイのAFTER GOOD DAY 。マキのBEFORE GOODDAY。#ヤママキ#今日もダイは元気 https://t.co/aZhb6SsIlv"""
5532,5," #27: @Rafa Pint 🇧🇷 ed ""RT @TheMarkTwain: Do the right thing. It will gratify some people and astonish the rest."""
5533,5," #53: @Felix Aryee 🇬🇭 ed ""Do the right thing. It will gratify some people and astonish the rest. - Mark"""
5534,5," #3: @𝕾𝖆𝖗𝖆𝖍🎇// arsd 📌 ed ""RT @kittymichaelaf: @drinkyourjoons @YOONlVRSE Basically: bts posted a pic with john legend(a judge on The Voice) where he was wearing the…"""
5535,2," #2: @James Stephenson ed ""@bobby_dread @ZionistGirl18 Oh yea, like in our country they’re just innocent protestors."""
5536,1," #39: @Brittney Tatt ed ""RT @lindseyyx2: A 26 year old man kidnapped, raped & impregnated a 11 year old girl in Ohio. & thanks to their heartbeat bill she will now…"""
5537,3," #58: @Shailu Gaikwad ed ""RT @swwapniljoshi: A bold and a much needed move ma'am! Wil help all forms of cinema! U r truly showing the way! 🙏🙏@anupamachopra https://…"""
5538,0," #65: @cat ed ""RT @Cysero: I really adore almost every single one of you. You argue with furious passion about Games. Even if it’s absolutely opposed to w…"""
5539,3," #47: @ImVel ed ""RT @SadhguruJV: Devotion is about you. Maybe you use another as inspiration, but you change your quality into a profound sense of sweetness…"""
