Unnamed: 0,text,label
3562,tadiinya pesen beda model tp g selernya terpaksa pakai dah gmn lg,Sadness
3563,pengiriman cepat packing aman barang bagus sesuai deskripsi terimakasih,Happy
3564,gak merek keyboard,Fear
3565,saudara ps tombol hijau tombol hijau mati,Fear
3566,lucu warna disarankan harga murah murah,Love
3567,udah repeat order far puas,Happy
3568,rapi universitas qc diskonnya barang rusak kecewa,Sadness
3569,barddi lega mematikan penundaan jam tidur tinggal pagi rumah alat bardi cctv mengaksesnya mudah aula aula,Love
3570,pengemasannya krn high order kualitasnya yg kaya gimana gt harganya diskon tau click bait aja pas cek toko harganya miring untungnya cashback produk dtg udah ga simetris kurir alamat dibilang negative address kalo komplain kurir kemana ya btw kualitas barang dgn harga segitu ya positive tebal blm dicobain masak thanks seller,Happy
3571,gampang lepas new fujifilm,Sadness
3572,ujungnya robek rusak,Happy
3573,kualitas bahan mantap,Love
3574,harga flash sale kualitas barang nya bagus struktur nya kokoh utk smartphone nya,Happy
3575,bagus puas,Happy
3576,kualitasnya bagus foto pengiriman cepat,Love
3577,barang cocok permintaan mengumpulkan elemen,Fear
3578,tolong saudara muncul gambar tv led power lights hdmi,Fear
3579,ban pesanan perbaiki ditempatkan tokopedia menipiskan pembungkusnya baiklah pungut kasih dsini,Anger
3580,obatnya manjur anjing ku udah pulih sakit kulitnya thanks gan recommended seller,Love
3581,ga adda mesin nya beli,Fear
3582,membantu jerawat,Sadness
3583,langganan pengiriman cepat bagus berlanjut,Love
3584,beli tgl kiriman selesai tanggal tanggal tikus tikus mengeluh dipopang admin mengklaim garansi membantu bal bal gk gk,Anger
3585,parfum kondisi terbungkus rapi curiga tercium aromanya belom dibuka kardus luarnya buka kardus kardus dalamnya basah buka didalamnya isi parfum tinggal yg bermasalah oengemasan pengiriman mohon dievaluasi terimakasih,Fear
3586,bahannya jelek kualitasnya jelek brp menit rusak,Sadness
3587,membina,Love
3588,best banget pengiriman cepat,Love
3589,barang diterima sayangnya baterai merendam,Fear
3590,harga murah respon penjual cepat ramah sukses ya trims,Happy
3591,game fad,Anger
3592,produk original nyaman dipakai,Happy
3593,toko liburan memiliki pemberitahuan psn psn sejarah merah dibl cm membayangkan,Anger
3594,mandat,Anger
3595,tko libur ga ad pmbritahuannya pdhl aq psn sblm tgl merah chat dibls cm stu kta slma jam hmpir sja kulaporin pusat bantuan,Anger
3596,barang udah ya gan berfungsi terima kasih,Happy
3597,ang kota tangerang pengiriman lengkap ud gt barang yg ny rusak mengecewakan barang video unboxing jg,Sadness
3598,material produk bagus kualitas produk bagus produk sesuai produk original,Happy
3599,bener aja beli susu kemasannya berpendidikan gini kecewa mah acc dtgnya pas open box hancur gini,Anger
3600,kali prinsip harga berlaku sesuai kualitas pemeriksaan buruk bantal dilepaskan tiang pendukung pusat penghubung tiang menghubungkannya berbaris cobalah menggunakannya harapan kacang mendukung ponsel dirilis proses memasang ponsel ya pertimbangkan badan amal toko the berkomentar berkomunikasi,Fear
3601,produk dikirim tombol putih setting nya semprotan berfungsi garansi,Anger
3602,pengiriman cepat adminnya responsif buku kualitas bagus banget,Love
3603,packing aman puas thx seller sukses,Happy
3604,lucu,Happy
3605,warna ga sesuai,Fear
3606,yg beli wiskas junior bau bangke kucing gk pd doyan,Anger
3607,elemen sesuai,Fear
3608,diskon barang penipuan,Fear
3609,beli ezviz terpasang mudah dipasang setting barang original gambar pan tilt membantu menemukan sudut pandang optimal memantau terima kasih seller,Happy
3610,pengiriman ramah pengiriman minggu diterapkan tuhan kesehatan,Love
3611,pakai krn habiskan stock yg skr kualitasnya buruk krn cair beda yg tdk cair pdhal suka produk disayankan kualitasnya turun krn dicampur cairan,Fear
3612,seminggu merusak bahan koneksi ditentukan rapi,Sadness
3613,barang sesuai produk dipesan gm bear set pisau yg terkirim merk,Sadness
3614,coba sip mantul mudah mudahan yg satunya jg berfungsi sesuai deskripsi thanks gan,Happy
3615,ga bonusnya huhu,Sadness
3616,seller fast respon nice packing wrap game udah lancar jaya,Happy
3617,produk diterima lengkap lampunya terang pas kepala gak sempet foto barang bagus proses cepat penjual respon nya melambay terima kasih,Love
3618,pisaunya tajam,Sadness
3619,balon sesuai gambar bagus kualitas kecurangan gambar kecewa,Sadness
3620,keras banget ukuran nya gede nya dikit banget,Sadness
3621,barang bagus pengiriman cepat,Happy
3622,ekspektasi recommended seller,Love
3623,kotak kemasan kotak rumong,Anger
3624,berfungsi layanan toko bagus sarankan berbelanja toko pelanggan terbaik toko kecewa,Love
3625,kirim paket tokopedia ga teak wasit berguna,Anger
3626,keyboard tdk nyala baterai dicoba kali tdk murah toko barang tdk bohong,Anger
3627,bagus mengecewakan pengemasannya aman,Love
3628,beli dikirim komplain no respon gak solutif rugi beli kapok,Anger
3629,kali kecewa dapet udah kadaluarsa minum sehari besoknya udah asem gak diminum mohon pastikan tgl kadaluarsanya jujur kecewa banget,Sadness
3630,unreliable dptnya flash sale tetep gak worth sekedar charge yg mgkn ok,Fear
3631,proses pesanan cepat respon penjualnya top packaging rapi,Happy
3632,tripodnya berkualitas produk sesuai deskripsi packingnya aman sayang gak tau tengahnya gak pasang gak ngait aluminiumnya lepas gak nahan beban hp bs lem dlu bru pakai thank tokopedia toko yg terkait smga lancar usahanya overall bgs,Happy
3633,lem nya gak paket,Fear
3634,jelekkkkk putuss talinya,Anger
3635,dibuka robek,Fear
3636,mantap nyaman dipake bahan premium semoga awet diskon harganya,Happy
3637,admin keluhan selesai bintang suka kasihan bos memiliki karyawan memiliki empati keluhan memperbarui pengembangan keluhan,Sadness
3638,kemasan hancurrr pecah berantakan ga kepakai ssmoga kedepannya safety packingnya,Fear
3639,well sampe fix pesanan terlama tokped sobek bungkusnya ok thanks dsini,Anger
3640,alhamdulillah bagus,Happy
3641,penjual koperatif pengiriman lmyn cpt bau ny harum hotel,Happy
3642,bagus kualitas sisirnya tombolnya mudah dipencet bulu gampang ayun kucing banget disisir sampe merem melek,Love
3643,harga mahal ga sesuai ekspetasi cat ga rapih bahan kyk plastik murahan,Anger
3644,bagus suka udah x pesen ketagihan bahan alus,Happy
3645,udh top banget beli juara oriannya langganan pokonya,Love
3646,kualitas,Sadness
3647,wadah tudung buruk,Anger
3648,diterima mantafffffffffffff,Love
3649,rapi enak dipakai,Happy
3650,lampunya mati sialan,Fear
3651,barang bagus aslinya sesuai,Happy
3652,jelek packingnya hand body tumpah,Anger
3653,gak bintang sesuai iklan iklan nambah nol kenceng eksistingnya,Fear
3654,bahannya adem warnanya cantik tebalnya pas jahitan rapi,Happy
3655,sdh kebijakan harga murah pengemasan utama aman yg rusak sy terima,Love
3656,silikon payung rombeng ditekuk mudah rusak robek kualitas lamo sebagus bayangkan kualitas philips,Anger
3657,cenderung,Sadness
3658,bagasi terkirim pembeli kirim ulang toko menangkal,Fear
3659,harga murah lucu cepat kirim sukses ya,Happy
3660,debessss,Love
3661,gaenak basi iuhhhh plis beli gamau motong rezeki mu sriusan basi bau apek cuankinya mlempem bocinyaa bau bumbunya kaya dah ga seger kemasannya kaya dah berdebugituu ahhhhh nyesell jualan niat cari uangnya aja cari rasaaaa kualitas,Anger
3662,penjualnya tolong dibungkus kardus aman tanda paketnya dilarang ditimpah dijemur isinya film kamera,Happy
3663,barangggggg okkkkk,Happy
3664,,Love
3665,bagus alatnya harga sesuai kualitasnya tp msh masuk akal dibanding merk yg harga diatas kualitasnya seller responnya cepat tanggap mantap,Love
3666,slamenya hadiahnya cepat berharap penjual sukses,Love
3667,produk berfungsi,Happy
3668,respon delivery packing mantul barang sesuai thx,Love
3669,beli official store tgl feb eh feb udh siang cepat banget thank bangettttt cussons dapet harga flass sale jd murah,Love
3670,keren banget pelayanannya cuman beli lilin ajah servicenya bagus super cepat pesan pagi eeeh siang dah,Love
3671,penjual responsif pengiriman dibatalkan menginginkannya,Fear
3672,salah terbaik packing rapih kualitas makanan bagus,Happy
3673,buruk kotak bentuk pra,Sadness
3674,saran toko mengirim pengiriman menyarankan pengiriman orang,Fear
3675,sampe brgnya cepet sih tp pas dipasang kipasnya bunyi plus gak mur baut utk pengikat tutup kipasnya,Fear
3676,bawaan gak penipuan,Fear
3677,kualitas bahan mantap dijamin termurah berfungsi semoga awet tks,Love
3678,produk sih bagus seller teliti mbaca pesanan salah ukurannya susah,Sadness
3679,muatan tipis tdk cocok dibilang tebal kapok belanja,Fear
3680,kardus bekas pk bayar,Anger
3681,rumah rapi nyaman rekomen material produk bagus produk sesuai murah respon seller kiriman cepat packingnya aman cashback cashbacknya belanja gratis ongkir pastinya bahannya lumayan bagus oke oke oke pokoknya ulasan lebar aja kali ya terimakasih menyimak review sekian ucapkan terimakasih patuhi protokol kesehatan masker jaga jarak,Love
3682,barangnya bagus bagus sesuai pesanan harganya terjangkau berkualitas terimakasih tokopedia kurir seller,Happy
3683,exp april beli total jual klo tau exp g ambil dpt zonk segitu mo dipakai g habis exp,Fear
3684,toko elemen rusak mengharuskan konsumen dikenakan penjual gelembung dikenakan pembeli,Anger
3685,aroma bikin pusing,Sadness
3686,hadiah gak kirim toko offical gak amanah kapok dah,Fear
3687,seller responsive recomended,Love
3688,barang diterima dites berfungsi dg mantaaaaap recomended seller,Love
3689,kue bertanggung kue tanggal india mengeluh penjual dikonsumsi dimakan,Fear
3690,packing nya patut bngt pengiriman bangat kurirnya jg ramah recommended,Love
3691,kecewa krn muatan dlm box dibuka ransum botol ransum dibagian isinya tdk yg tersisa,Sadness
3692,lancaaaaarr kamarnya bagus terimakasih yaaaaa,Love
3693,bahan alami melembabkan kulit bayi bahan pengawet aman kulit bayi nggak lengket nggak memicu alergi proses pesanan cepat penjualnya ramah banget respon penjualnya top packaging aman packaging rapi,Happy
3694,bocor,Anger
3695,pengiriman leak beban habis dikirim barang pengganti leak parfum habis kali dapet botol ki harapan,Fear
3696,barang sesuai pesanan recommended,Love
3697,sy pesan yg gold tp yg putih barang gak sesuai kecewa,Sadness
3698,packing aman handle patah emang bahan plastiknya ringkih sih maklum pengiriman lumayan cepat,Fear
3699,barang nekas buka packaging nya,Fear
3700,kardus aus packing jelek,Anger
3701,terima kasih barang yg terima bagus berfungsi packingnya oke jd barang aman rmh kerusakan,Happy
3702,bahan adem pengiriman lumayan cepat,Happy
3703,solusi game menyenangkan permainan terbaik kalinya membeli dsni aj memuaskan mencapai esensi penjual komunikasi berkelanjutan memainkan pengiriman hebat terpelihara dilestarikan terjaga terjaga terjaga terjaga elemen aslinya proses pengemasan cepat hadiah arab terima kasih membeli dsni langsung menggunakannya mengecewakannya memiliki kesempurnaan sempurna terbaik terima kasih sukses,Love
3704,toko barang rusak dikenakan biaya konsumen penjual gelembung dibebankan pembeli,Anger
3705,barang yg sesuai pesanan,Sadness
3706,pelayanan patut kaidah,Love
3707,menerawang mudah dibentuk warnanya cantik pesanan cepat belanja toko mengecewakan,Happy
3708,toko ga niat jualan beli tanggal dkirim tanggal barang sih bagus pelayanan ngga banget sesuai review,Sadness
3709,pengiriman cepat packing rapi aman kardus packing tebal plus bubble wrap barang dicoba berfungsi thank much seller,Happy
3710,beli proses pengisian pena dikirim pena menjual hati jujur,Fear
3711,bubel gak kasih ud atc,Fear
3712,pengiriman kebocoran isinya dikirim elemen alternatif bocor,Fear
3713,menggunakannya merek,Fear
3714,susah bikinnya ga ngerti ribet packing yg lecek robek kertasnya acc kangmas,Anger
3715,packing aman produk sesuai kualitas produk bagus,Happy
3716,barang original segel proses cepat barang pengiriman bebas ongkir barang dibungkus bubble wrap tebal pengiriman aman,Happy
3717,kakananya ramah responsif terima kasih,Love
3718,bagus lem,Anger
3719,gak rapih bgt dalemnya kayak gak qc ntah diskon barang rusak kecewa sih,Sadness
3720,jamnya produk tokcer foto berangin,Love
3721,pesanan sesuai ukuran,Sadness
3722,kualitas baut bayi berlanjut,Anger
3723,dapet berjamur gini padaha expnya tolong perhatiin produknya,Anger
3724,benih konstruksinya kekar mudah patah,Fear
3725,jahitan rapih jahitan sambungan samping,Sadness
3726,sesuai,Fear
3727,pembelian beda aja pelet maxi nya beda ya dr warna gelap aroma beda,Fear
3728,kualitas barang,Sadness
3729,dabest pokokmya pengiriman lampung prosesnya jg gercep banget puas teruuuus ngga kecewa sm original source mantap,Love
3730,suka bau karet kuat,Fear
3731,,Love
3732,itemnya bagus sisirnya tombol klik praktis,Love
3733,produk sesuai pesanan,Happy
3734,retak gimana ya pembungkusnya nggak dicek dikirim,Fear
3735,barangnya bagus cuman berdebu aja,Happy
3736,bagussss repat order,Love
3737,bagasi serasi foto,Fear
3738,paket diterima kondisi aman lengkap cacat packing rapi aman pake bublewrap berfungsi normal ori segel harga bersahabat seller ok recomanded,Happy
3739,enakk banget isinya saosnya mantap seller ramah thank,Happy
3740,gampang penyok,Sadness
3741,kekeliruan dikit spongenya kirain tanggung nyampe mulus gak kekeliruan nya,Sadness
3742,mantap cepat proses kirimnya harga tjakeeeepp recommended,Happy
3743,pelayanan buruk respon warna baju tdk sesuai wa chat via toped gg respon beda yg yg beli toko,Sadness
3744,pesan barang pas promo dikirim disuruh refund duit yg dikirim barang hak sale gajelas sale nya nipu bgt sale official store,Anger
3745,kalinya membeli menyesal kualitasnya,Love
3746,respon lambat,Fear
3747,bad service pengangkutan day gosend melewati batas estimasi tdk memerhatikan pengangkutan sameday gosend non aktifkan pembeli tdk bayar lbh mahal ongkir,Fear
3748,produk busuk,Sadness
3749,nyoba varian micelar water nya sesuai kayak varian micro essence nya loreal harga diskon pulak cintaaa pengiriman aman terimakasih tokped loreal,Love
3750,membeli memperhatikan,Anger
3751,seret kalo dipadukan produk original pake kekuatan masuk overall puas produk bahan finishing bagus haturnuhun,Happy
3752,kalo malas macking daftar tokocabang aja bro biar konsumen puas gak bayar pegawai handle pengemasan barang packing jelek bgt,Anger
3753,packing buble wrap parit tambahkan kardus komunikasikan pengangkutan biar repot dikirim terpisah case nya ngga instan ngga dicancel,Anger
3754,bagus,Love
3755,pengiriman,Sadness
3756,membeli sepatu ukuran berbeda dikirim sepatu pengajuan klaim pengalihan diterima uang merugikan pelanggan order biaya ongkir ditanggung kualitas sepatu prima zona tongue jahitannya loncat pengalaman mengecewakan,Anger
3757,maaf kekecewaan pengguna fahhampton membeli angkutan tes tester farhampton jatuh cinta langsung membeli berbelok hak bertahan terbit proyek pemeriksa baunya jatuh cinta tes aroma,Sadness
3758,beli benih telepon toko muatan penggantian murah,Anger
3759,salah kirim warna sy warna pink biru hitam yg dikirim merah hijau hitam lampu led tdk nyala,Anger
3760,mantabbb default dahhh topp,Love
3761,dijamin termurah buka murahan kualitas bahan mantap berfungsi,Love
3762,warna kuning gold gold nya payah seller,Anger
3763,silent bagus pekerjaan ringan,Happy
3764,wangi wangi peppermint sesuai pesanan sdh beli botol,Anger
3765,pengiriman cepat bangeett packing aman walo dapet flash sale expired,Love
3766,bagussss bangeeettttt,Love
3767,mudah memfasilitasi tanggapan penjual lambat ketentuan,Sadness
3768,barang sesuai permintaan kumpulkan barang bagus,Fear
3769,elemen elemen bocor cocok deskripsi,Sadness
3770,kecewa respon tokonya pengiriman sameday order jam kirim besoknya chat pagi malam kapok,Sadness
3771,barang dikrm beda dgn yg pesan,Sadness
3772,udah kali beli ngga nyesel banget kualitas udah oke pengirimannya bagus cepat packagingnya rapi aman,Love
3773,bahan sepatu jelek bahan kalep cpt rusak,Anger
3774,bulatan besi yg disekrup salah ujungnya diputar,Fear
3775,barang sesuai foto leggingnya jg yg sobek,Fear
3776,barang udah nyampe makasih gan,Happy
3777,puas produk layanan rusak kondisi tertutup menutup meja pemasangan engsel sejajar pendek menyebabkan daftar robek dipaksakan menutup meja perbaikannya cacat pabrik pengiriman keluhannya diterima toko penjual menghubungi kurir,Anger
3778,menerawang mudah dibentuk nyaman dipakai jahitan rapi bahannya adem,Happy
3779,bahannya tipis menyesal membeli tes hahaha maaf bintang,Sadness
3780,ok,Happy
3781,produk berfungsi toko dipercaya pembeli diharuskan mengembalikan produk melemparkan surat toko bagus membelinya,Fear
3782,penjual responsif pengen cancel menginginkannya acc,Fear
3783,pengiriman kondisi paket barang diterima kondisi dicoba berfungsi terima kasih sukses,Happy
3784,barang jelek tipis kaku elastis sesuai harganya kecewa berat beli,Sadness
3785,melempar sesuai deskripsi produk ready stock packing rapi,Happy
3786,ngisi powerbanknya bgt sampe jam pas coba charge hape jg jam dr ngecharge listrik langsung,Fear
3787,beli cashew dikirim almond beli dikirim cm gak berkah dagangan mu,Anger
3788,cookies terenak dimulutku,Happy
3789,kualitas gunting bagus krn gunting rumputnya tdk tajam disebabkan krn bilah gunting nya tdk rapat celah yg mengakibatkan guntingan g maksimal utk penjual responsif tp barang memuaskan,Fear
3790,yg pesan alhamdulillah brg sesuai pesanan n wkt terimakasih recommended seller,Love
3791,proses cepat celana lumayan bagus makasih selleer,Happy
3792,barang sesuai gambar mengecewakan,Sadness
3793,sesuai pesanan,Happy
3794,warnanya sesuai,Fear
3795,customer pesan day delivery nyampe besoknya malam komplen cuci tangan ga tau really negative ga beli barang tokopedia,Sadness
3796,kecewa layanan toko menyesali toko paket paket paket tujuan menyarankan pembeli memesan barang bertanggung,Sadness
3797,bahannya lembut anti slip ukuran sesuai bahannya tebal warnanya cantik,Happy
3798,selesaikan kompleks internet,Anger
3799,mantap bernostalgia eranya maen jaman liburan sekolah,Love
3800,sesuai bayangkan,Fear
3801,kali kesekian pesanan ginseng membantu meningkatkan kebangkitan tubuh kondisi sup ayam direbus meminum air memasak,Love
3802,enak bgt cepet sampe,Happy
3803,barang dibungkus bubble rumah pecah dech nanya penjual ktnya claim video unboxing ga papa sedekah aja tokonya kwalitas tripotnya bagus kokoh,Fear
3804,kecewa membeli lgsg dibayar agustus september beban menerima keluhan minggu tanggal pesanan sabar batasan menyelesaikannya,Anger
3805,keras gak,Anger
3806,cepat harga oke sesuai pesanan,Happy
3807,kaos kaki tumitnya pakai langsung melar,Sadness
3808,duanya goib,Anger
3809,bawaan diterima eman baterenya uda soak,Fear
3810,kecewa belanja toko respon penjual cuek tanggapan barang tumpah basah minggu tau kirim nya pengiriman nya,Fear
3811,pengiriman perlahan seminggu membutuhkan pembelian supermarket langsung,Fear
3812,keripik tempe hancur n bau tengik ga kemakan,Anger
3813,spons terpisah kali lemnya bagus,Sadness
3814,baunya pasaran prtama kali pakai orang gue sakit kepala trlalu expektasi rugi harga segitu,Fear
3815,artemia dtg damai,Fear
3816,baguuuus sisirnya halus banget udah coba pake bulu,Love
3817,harga murah fast response ramah recommended pastinya order pertahankan ya kak best,Love
3818,ga efek buang duit mending beli parfum smprot,Anger
3819,kain jarik nya tipiiis banget kalo untk acara resmi cari aja harga emang kwalitas,Fear
3820,puas produknya pelayanannya bawaan cacat sifat tertutup mejanya menyalut rapat pemasangan engselnya sejajar pendek yg memicu listnya sobek krn dipaksa menyalut daun mejanya fix nya cacat pabrik pengiriman komplain ga diterima toko penjual suruh hubungi kurirnya,Anger
3821,cakep produk nya rekomen banget nih sesuai deskripsi,Love
3822,bahan panas dn warnanya ga cocok,Sadness
3823,isi paket via link aja yg rekomendasikan aja gagal via ovo mandiri sampe bca aja gagal ga system nya jualan,Fear
3824,penyelesaian permasalahan berbelit abad online oke,Anger
3825,diterima terimakasih,Happy
3826,mengecewakan hipseat baby carrier disambung safety lock hipseat baby carrier hood pelindung kepala bayi tersedia semoga kedepannya deskrepsikan produk konsumen mengerti paham produck yg jual,Fear
3827,robek diperiksa mengirim murah merusak elemen dikirim sebentar,Anger
3828,console sebelah kanan analoq ya drift lecet ng recommend deh kapok,Fear
3829,sepatu dikirim cocok warna jenis keluhan kompleks permintaan disimpan,Anger
3830,pesanan udh selesai orang barang terima ajukan komplain nungguin sampe saiki ga dpt barang penilaian barang kecewa berat deh,Anger
3831,bagus asap torch flame gunnya penjualnya fast respon pengirimannya cepat produk original packaging bagus produk berfungsi,Love
3832,penjual respons cepat keamanan pengiriman cepat,Love
3833,bantuan,Love
3834,fix berahi produk bahannya solid sepadan deskripsi beli,Love
3835,ukurannya yg yg lumayan harga segitu makasih ya,Happy
3836,dikirim lilin nya sdh beli,Fear
3837,paket barang sesuai pesanan dipakein boot hdd internal mesti konfigurasi ulang chip matrix nya terimakasih semoga awet,Happy
3838,pdhl tangsa membeli suvenir susu buruk,Anger
3839,barang bagus sesuai harga pengiriman cepat pesen malem pas paginya sampe,Happy
3840,pesanan sdh diterima dlm fast respond dr seller mantap,Happy
3841,barang gak dikirim gak ngadain flash sale gak stok,Fear
3842,kekecewaan pengiriman sebelah jebol cenderung harga murah,Fear
3843,kecewa pelayanan toko barang bermasalah disuruh tekan komplain kenyataannya ribet dibelakangnya kapok belanja barang senilai video barang berfungsi menolak komplain semoga berkah,Sadness
3844,sesuai pesanan,Happy
3845,kain green screen nya sesuai deskripsi kainnya tipis tp gpp dipakai,Happy
3846,packing tdk tau pengiriman tp tdk dilapisi pelindung sudut barang rusak,Sadness
3847,kekecewaan membeli komputer pengemasan pengemasan berlubang menggigit tikus,Sadness
3848,respon penjualnya top,Happy
3849,repurchase deh produk bulu mata oke banget ngerapihin alis akuuu natural yaaa,Love
3850,barang bagus packing rapi sesuai,Happy
3851,udah buble wrap aja tipis packingan nya,Fear
3852,jamnya ulet berkepanjangan anugerah kartu anugerah lemah buruk,Anger
3853,not recommended seller,Fear
3854,bagus pengiriman jg cepat enak dipakai anak ringan,Happy
3855,materi puas yah,Sadness
3856,buruk kotak model pra,Sadness
3857,ga kartu garansi alasannya kalo resmi ga kartu garansinya aduh boong bgt temen sales samsung ttp dus udah letoy bgt krn kurir logika aja bubble wrap tebel dus robek bubble wrap ga robek ga headset casan ga plastik kertas bawaan pake kertas tipis kaya hvs glossy kaya kotak bikina udah chat penjual jg ga penyelesaian hpnya sih ga lecet baret apapun smoga awet bener asli,Fear
3858,kerennn bahan hp korea langgeng,Love
3859,mantap dettol packaging super aman pakai air bag prosesnya cepat wanginya enak,Happy
3860,musim hujan dibungkus aman rapat air hujannya masuk,Sadness
3861,produk berfungsi harga sesuai kualitas packing rapi banget proses pengiriman cepat seller responsif ramah pesanan sesuai sedikitpun semoga awet terimakasih,Love
3862,aliran air lancar,Sadness
3863,buku gambarnya gulung alhasil melengkung,Sadness
3864,botol dikirim sesuai foto produk,Sadness
3865,ikat rambut mejanya loss ga ngunci coba seal tape longgar nge lock boom arm nya bagus eman bingung pakenya karna ga ngelock,Fear
3866,payahhh packing cm plastik dustnya manaaa,Anger
3867,silikon jelek mudah terdistorsi kualitas kejang bayangkan kualitas philips,Anger
3868,mantaps barang respon pengirimannya harganya murah,Happy
3869,rakit coba naikan kulkas sebentar kaki patah al hasil pakai untung kulkas jatuh,Sadness
3870,doang ngerasa gimaba warna ga much expected overall loved,Happy
3871,mantap enak sit,Love
3872,gelembung pengepakan,Anger
3873,mantaaap,Happy
3874,pengiriman kemasan bagus,Sadness
3875,mantap,Love
3876,cetakan buku nya tdk bagus,Sadness
3877,size dikirim konfirmasi,Sadness
3878,produk tiruan cacad ricord pembeli beli produk kalo rugi beli merk taffware taffstudio produksi casing tp kualitas dri buang buang duit clip aja ricord suara suondcard gx product gx,Fear
3879,pelayanan buruk barang dikirim enak beli,Fear
3880,penjual amanah responsif kabel berfungsi pengiriman cepat terima kasih,Happy
3881,kantong tidur tipis,Fear
3882,jamnya mujur terlampau produk sesuai foto berangin dipakai,Love
3883,menggunakannya terbalik toko cepat mengirim orang pulang rumah telepon menanggapi,Fear
3884,produk donk asli bagus,Love
3885,terimakasih recommended seller,Love
3886,barang sesuai pesanan,Happy
3887,penguncinya baris muat baris baris gak penguncinya gak kepake yng baris kardus utuh kayaknya lengkap pas nyiapkan kadung klik tetima mohon anak sungai cek jitu kirim,Fear
3888,memiliki layanan menyerah,Anger
3889,blm dimainin barang udh cacat angkanya yg pudar parah dah,Anger
3890,warna beda asli diganti seh tp pas dateng bahannya tipissss banget nyesel deh,Sadness
3891,nyaman memakai paket pengiriman bagus,Love
3892,barddi membantu menghentikan alat jam tidur hidup pagi rumah alat bardi cctv mencapainya mudah rumah bagus,Love
3893,asem tomat,Fear
3894,packaging rapih kemasan produk bolt sobek unboxing beban makanan benjut,Anger
3895,menghabiskan stok buruk kualitas buruk cairannya berbeda cairan suka produk kualitas turun dicampur cairan,Fear
3896,busuk menyahut respon pembeli n garansi kerusakan direspon,Sadness
3897,bukunya bagus harganya bersahabat banget nambah perbendaharaan cerita si,Happy
3898,barang sesuai pesanan,Fear
3899,barangnya original garansi ibox imei terdaftar kemenperin greenpeel barangnya mulus sinyal aman berfungsi,Happy
3900,diterima dus terbuka dus nya rapih tebel packing bagus diterima dus kebuka sobek penyok dapet bonus tp lecek kelipet karna packing ga niat barang nya kaya ga niat ngasih jd ga berguna bonus nya bagus,Anger
3901,diterima cacat lembut mantan ketara bersyukur,Sadness
3902,sy pake sameday dtgnya besoknya smtra sy byr jam respon rugi tau gt sy ga ush pilih yg sameday mksd biar jd rekomen,Fear
3903,warna sesuai pesanan menulis catatan cancel warna pilihan,Sadness
3904,info dent kejelasan baterai kecewa mesin jalan bagus kapasitas batt kanan monitor tas pesok,Sadness
3905,ujung hardcover penyok,Anger
3906,barang gak dipakai parah mah,Anger
3907,beli serioxyl nya ga yg giftnya aja gmn sih official account lho,Fear
3908,pie susunya jamuran duh parah bgt sih jualan,Fear
3909,terima kasih barang selamat produknya kemasannya aman,Love
3910,bahannya tipis kasar pengiriman cepet,Happy
3911,tipis masker medis kenal,Sadness
3912,gak kasih bintang toko manapun x kecewa barang yg minyak kayu putih gak kirim semoga berkah ka uang sgitu gak belanja toko yg gak amanah,Sadness
3913,pengiriman cepat product aman dicoba charge cm gak fast charging,Happy
3914,barangnya rusak kak diservis,Fear
3915,prosesnya,Anger
3916,jamnya sulit sinyal kartu sinyal lemah buruk,Anger
3917,sesuai deskripsi packingnya rapi thanks,Happy
3918,kabel nya original iphone seri bolak cas masuk,Happy
3919,sesuai harganya build quality nya bagus material bodi nya plastik kuat nahan beban hp yg kadang meruyup tripod nya hp nya posisi nunduk pemakaian kayu mount nya patah note foto pasangin tripod nya dgn holder merek holder bawaannya bagus,Sadness
3920,pengiriman oke produk kondisi warna salah gapapa makasih yaa,Happy
3921,barang selaras gambar serius,Anger
3922,thx gan barang selamat,Happy
3923,barang pcs yg dtg kualitasnya jelek bahannya potongan yg g rapi ketelabalan yg g sesuai mm deskripsinya g setebal,Fear
3924,kaus kaki tumit,Sadness
3925,cepat rapih aman beli ya,Happy
3926,barang palsu,Fear
3927,warna sesuai digambar,Fear
3928,beli dipakai udah hangus kapok beli catridge gak sampe seminggu,Fear
3929,toko bodoh sepenuhnya diisi barang rusak sesuai tujuan beli toko bodoh membeli kipas usb mini elemen toko paket hasilnya rumah rumah rumah pemulihan uang bayaran mini mini fans pembatalan bodoh berharap pelanggan berpikir kali berbelanja toko orang bodoh kecewa membelinya,Anger
3930,mantaab udh langganan keluarga syukaaaa trims,Love
3931,barang ok pengiriman cepat packing aman,Happy
3932,gak sesuai dgn pesanan pengiriman pengganyian produl konfirmasi,Sadness
3933,kemasan kotak,Anger
3934,ga selevel gambar kirain batang kardus,Anger
3935,pujian hamdolla elemen bagus membeli permintaan proses cepat,Love
3936,pengiriman cepat produk nyaman dipakai dirumah,Happy
3937,sesuai dibayangkan,Fear
3938,xplory,Love
3939,transportasi kebocoran isinya dikirim elemen substitusi bocor,Fear
3940,box hancur customer beli kado melengahkan bungkus pake plastik tipis toko gak substansi bubble wrap,Anger
3941,nggak fungsi pisaunya ditusuk tong kepalanya stay,Sadness
3942,barangnya kw kirain beneran promo,Fear
3943,kualitas produk bagus butuh ngecharge berhubung lampunya cahayanya ga semerata pakai ringlight okay ringkes bawa kemana,Happy
3944,keren banget harga murah banget dapet kualitas yg bagus pelayanan seller responsif,Love
